App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
26329,24,26317,0,26694,0,26689,0,26685,3,26690,1512000,26621,384000,26418,101,S-ProfessionalGeneralProfile,
26445,24,26417,0,26747,0,26742,54,26737,15,26743,594000,26722,384000,26520,101,S-ProfessionalGeneralProfile,
26536,24,26518,0,27027,262949,27025,70,27023,23,27025,1512000,27019,1512000,26622,101,S-ProfessionalGeneralProfile,
26685,24,26619,0,27037,24779,27035,50,27032,12,27035,1512000,27028,1512000,26723,101,S-ProfessionalGeneralProfile,
26738,24,26719,0,27060,61603,27058,75,27056,25,27059,1512000,27038,1512000,27019,101,S-ProfessionalGeneralProfile,
27023,24,27018,0,27139,0,27136,31,27134,17,27137,918000,27127,918000,27028,101,S-ProfessionalGeneralProfile,
27032,24,27027,0,27261,0,27255,34,27248,5,27257,384000,27229,384000,27040,101,S-ProfessionalGeneralProfile,
27057,24,27038,0,27337,0,27334,81,27333,13,27335,384000,27329,1512000,27127,101,S-ProfessionalGeneralProfile,
27134,24,27126,0,27437,0,27434,52,27433,16,27435,384000,27429,1512000,27229,101,S-ProfessionalGeneralProfile,
27250,24,27227,0,27562,0,27558,50,27555,13,27559,384000,27530,810000,27329,101,S-ProfessionalGeneralProfile,
27333,24,27328,0,27656,0,27650,33,27643,5,27652,384000,27631,702000,27429,101,S-ProfessionalGeneralProfile,
27433,24,27428,0,27771,0,27765,56,27759,6,27767,384000,27733,384000,27530,101,S-ProfessionalGeneralProfile,
27555,24,27529,0,28181,0,28178,25,28176,16,28179,1512000,28170,918000,27632,101,S-ProfessionalGeneralProfile,
27644,24,27629,0,28209,0,28206,66,28204,0,28207,1512000,28183,918000,27735,101,S-ProfessionalGeneralProfile,
27760,24,27730,0,28222,0,28219,33,28216,21,28219,1512000,28210,918000,28171,101,S-ProfessionalGeneralProfile,
28176,24,28169,0,28238,0,28229,50,28227,13,28229,1512000,28223,810000,28183,101,S-ProfessionalGeneralProfile,
28204,24,28182,0,28257,0,28254,100,28251,25,28254,1512000,28239,810000,28210,101,S-ProfessionalGeneralProfile,
28217,24,28209,0,28372,0,28369,43,28360,12,28369,594000,28343,384000,28223,101,S-ProfessionalGeneralProfile,
28227,24,28223,0,28452,0,28449,50,28447,21,28449,1512000,28442,1512000,28240,101,S-ProfessionalGeneralProfile,
28252,24,28238,0,28566,0,28558,27,28554,8,28559,702000,28543,486000,28343,101,S-ProfessionalGeneralProfile,
28367,24,28341,0,28680,0,28668,36,28660,4,28676,384000,28645,384000,28442,101,S-ProfessionalGeneralProfile,
28447,24,28441,0,28783,0,28777,81,28771,10,28779,384000,28749,384000,28544,101,S-ProfessionalGeneralProfile,
28555,24,28542,0,29042,0,29040,67,29013,21,29040,1512000,29007,918000,28646,101,S-ProfessionalGeneralProfile,
28663,24,28642,0,29051,0,29049,50,29047,22,29050,1512000,29043,810000,28751,101,S-ProfessionalGeneralProfile,
28773,24,28747,0,29063,0,29060,66,29056,38,29061,1512000,29052,810000,29007,101,S-ProfessionalGeneralProfile,
29013,24,29007,0,29161,0,29158,35,29155,7,29159,918000,29149,702000,29043,101,S-ProfessionalGeneralProfile,
29048,24,29043,0,29281,0,29276,27,29269,2,29278,384000,29253,702000,29053,101,S-ProfessionalGeneralProfile,
29057,24,29052,0,29394,0,29389,45,29376,12,29390,384000,29353,1512000,29149,101,S-ProfessionalGeneralProfile,
29156,24,29148,0,29468,34213,29465,75,29463,17,29465,1512000,29454,1512000,29254,101,S-ProfessionalGeneralProfile,
29270,24,29251,0,29573,0,29567,27,29560,12,29569,384000,29554,594000,29353,101,S-ProfessionalGeneralProfile,
29377,24,29352,0,29687,0,29677,45,29671,6,29678,384000,29656,384000,29455,101,S-ProfessionalGeneralProfile,
29463,24,29453,0,29786,0,29783,72,29782,9,29784,1512000,29773,384000,29554,101,S-ProfessionalGeneralProfile,
29560,24,29553,0,30059,185786,30056,71,30054,26,30057,1512000,30038,1512000,29657,101,S-ProfessionalGeneralProfile,
29672,24,29654,0,30067,0,30065,50,30063,25,30066,1512000,30060,1512000,29774,101,S-ProfessionalGeneralProfile,
29782,24,29770,0,30082,99196,30079,50,30077,0,30080,1512000,30068,1512000,30038,101,S-ProfessionalGeneralProfile,
30055,24,30037,0,30219,0,30216,85,30212,35,30217,1512000,30208,702000,30060,101,S-ProfessionalGeneralProfile,
30064,24,30059,0,30267,0,30265,30,30262,12,30265,1512000,30258,702000,30069,101,S-ProfessionalGeneralProfile,
30078,24,30068,0,30400,0,30393,64,30388,15,30394,1026000,30361,384000,30208,101,S-ProfessionalGeneralProfile,
30212,24,30207,0,30476,552142,30473,0,30469,32,30474,1512000,30460,1512000,30258,101,S-ProfessionalGeneralProfile,
30262,24,30258,0,30592,0,30588,31,30581,16,30589,486000,30565,1134000,30362,101,S-ProfessionalGeneralProfile,
30389,24,30359,0,30750,0,30744,51,30740,12,30745,384000,30665,384000,30460,101,S-ProfessionalGeneralProfile,
30469,24,30459,0,30790,186723,30785,31,30779,28,30787,384000,30763,1512000,30566,101,S-ProfessionalGeneralProfile,
30583,24,30560,0,31099,0,31094,0,31089,21,31095,384000,31072,384000,30666,101,S-ProfessionalGeneralProfile,
30741,24,30660,0,31138,0,31135,66,31116,7,31136,384000,31100,384000,30763,101,S-ProfessionalGeneralProfile,
30779,24,30761,0,31152,0,31149,33,31146,25,31149,384000,31139,384000,31073,101,S-ProfessionalGeneralProfile,
31090,24,31070,0,31197,0,31192,41,31182,11,31193,384000,31165,384000,31101,101,S-ProfessionalGeneralProfile,
31117,24,31099,0,31289,0,31285,32,31280,8,31286,384000,31266,384000,31139,101,S-ProfessionalGeneralProfile,
31147,24,31138,0,31405,0,31399,0,31385,3,31401,384000,31367,384000,31166,101,S-ProfessionalGeneralProfile,
31183,24,31164,0,31477,0,31475,87,31474,20,31476,1512000,31469,384000,31267,101,S-ProfessionalGeneralProfile,
31281,24,31265,0,31597,0,31591,38,31586,9,31593,384000,31572,384000,31368,101,S-ProfessionalGeneralProfile,
31387,24,31366,0,31731,0,31729,50,31727,5,31729,384000,31673,384000,31469,101,S-ProfessionalGeneralProfile,
31474,24,31469,0,31780,0,31778,22,31776,15,31778,384000,31772,1512000,31573,101,S-ProfessionalGeneralProfile,
31587,24,31570,0,32067,2830,32064,62,32063,19,32065,1512000,32044,810000,31674,101,S-ProfessionalGeneralProfile,
31727,24,31672,0,32080,0,32077,33,32072,12,32078,1512000,32068,810000,31772,101,S-ProfessionalGeneralProfile,
31776,24,31771,0,32111,0,32107,66,32093,35,32109,1512000,32082,486000,32045,101,S-ProfessionalGeneralProfile,
32063,24,32044,0,32209,0,32203,41,32196,12,32205,384000,32180,384000,32068,101,S-ProfessionalGeneralProfile,
32073,24,32068,0,32307,17987,32299,25,32282,6,32303,1512000,32278,384000,32083,101,S-ProfessionalGeneralProfile,
32094,24,32081,0,32416,0,32409,47,32403,8,32411,384000,32380,384000,32180,101,S-ProfessionalGeneralProfile,
32197,24,32178,0,32516,0,32510,85,32504,10,32512,384000,32482,384000,32279,101,S-ProfessionalGeneralProfile,
32283,24,32278,0,32655,0,32653,51,32651,15,32653,384000,32582,1512000,32381,101,S-ProfessionalGeneralProfile,
32404,24,32378,0,32689,0,32687,25,32685,12,32687,384000,32681,1512000,32483,101,S-ProfessionalGeneralProfile,
32505,24,32480,0,32826,0,32823,42,32794,4,32824,384000,32783,594000,32582,101,S-ProfessionalGeneralProfile,
32651,24,32580,0,33094,0,33090,67,33087,22,33091,810000,33078,594000,32681,101,S-ProfessionalGeneralProfile,
32685,24,32681,0,33117,0,33114,66,33107,11,33115,486000,33096,594000,32783,101,S-ProfessionalGeneralProfile,
32796,24,32781,0,33155,0,33153,77,33151,31,33153,486000,33118,1512000,33079,101,S-ProfessionalGeneralProfile,
33087,24,33076,0,33206,0,33203,22,33202,12,33204,486000,33198,1512000,33096,101,S-ProfessionalGeneralProfile,
33108,24,33095,0,33360,0,33356,14,33309,5,33357,384000,33298,1512000,33118,101,S-ProfessionalGeneralProfile,
33151,24,33117,0,33422,0,33417,60,33413,13,33418,1512000,33402,384000,33198,101,S-ProfessionalGeneralProfile,
33202,24,33197,0,33520,0,33511,50,33506,15,33516,918000,33502,384000,33298,101,S-ProfessionalGeneralProfile,
33309,24,33297,0,33626,0,33621,45,33615,8,33623,384000,33603,384000,33403,101,S-ProfessionalGeneralProfile,
33414,24,33401,0,33732,0,33726,33,33720,3,33728,384000,33705,384000,33502,101,S-ProfessionalGeneralProfile,
33506,24,33501,0,33839,0,33836,55,33834,7,33837,384000,33806,384000,33604,101,S-ProfessionalGeneralProfile,
33616,24,33602,0,34134,0,34131,66,34125,20,34132,1026000,34119,486000,33706,101,S-ProfessionalGeneralProfile,
33721,24,33703,0,34182,0,34179,72,34176,25,34180,810000,34135,486000,33807,101,S-ProfessionalGeneralProfile,
33835,24,33804,0,34196,0,34193,50,34190,14,34194,810000,34183,486000,34120,101,S-ProfessionalGeneralProfile,
34125,24,34118,0,34230,0,34226,75,34219,17,34227,594000,34210,486000,34136,101,S-ProfessionalGeneralProfile,
34177,24,34135,0,34351,0,34334,50,34327,7,34341,1026000,34313,384000,34185,101,S-ProfessionalGeneralProfile,
34191,24,34183,0,34424,0,34421,57,34418,17,34421,1026000,34413,1026000,34210,101,S-ProfessionalGeneralProfile,
34219,24,34209,0,34551,0,34548,57,34544,14,34549,1026000,34514,1026000,34314,101,S-ProfessionalGeneralProfile,
34328,24,34310,0,34627,0,34624,35,34622,16,34625,1026000,34616,1026000,34413,101,S-ProfessionalGeneralProfile,
34419,24,34412,0,34735,0,34732,11,34729,5,34733,1026000,34717,1026000,34514,101,S-ProfessionalGeneralProfile,
34546,24,34513,0,34834,0,34827,36,34825,11,34831,1026000,34819,1026000,34616,101,S-ProfessionalGeneralProfile,
34622,24,34615,0,35127,3916,35124,0,35122,27,35125,1026000,35093,1512000,34718,101,S-ProfessionalGeneralProfile,
34730,24,34716,0,35144,96682,35141,33,35138,29,35142,1026000,35128,1134000,34820,101,S-ProfessionalGeneralProfile,
34826,24,34819,0,35205,43548,35201,42,35197,22,35202,1026000,35145,1134000,35093,101,S-ProfessionalGeneralProfile,
35123,24,35092,0,35262,0,35258,23,35248,19,35259,1026000,35234,1026000,35128,101,S-ProfessionalGeneralProfile,
35138,24,35128,0,35360,0,35355,34,35350,15,35357,1026000,35335,1026000,35146,101,S-ProfessionalGeneralProfile,
35154,24,35145,0,35496,463148,35491,35,35487,13,35493,1026000,35437,1026000,35235,101,S-ProfessionalGeneralProfile,
35198,24,35153,0,35560,0,35556,34,35551,27,35557,1512000,35537,1026000,35335,101,S-ProfessionalGeneralProfile,
35249,24,35233,0,35680,513384,35676,0,35672,10,35677,1512000,35636,1026000,35437,101,S-ProfessionalGeneralProfile,
35333,24,35332,0,35763,0,35759,0,35751,17,35760,1026000,35737,1026000,35538,101,S-ProfessionalGeneralProfile,
35351,24,35333,0,35883,606863,35880,52,35851,11,35881,1026000,35840,1026000,35637,101,S-ProfessionalGeneralProfile,
35488,24,35434,0,36150,1010219,36147,0,36145,30,36148,1242000,36136,1134000,35737,101,S-ProfessionalGeneralProfile,
35552,24,35534,0,36183,618505,36181,44,36179,29,36181,1242000,36151,1134000,35840,101,S-ProfessionalGeneralProfile,
35672,24,35634,0,36195,560167,36192,60,36190,43,36193,1242000,36184,1026000,36137,101,S-ProfessionalGeneralProfile,
35756,24,35735,0,36272,456624,36270,33,36250,16,36270,1026000,36242,1026000,36151,101,S-ProfessionalGeneralProfile,
35856,24,35835,0,36364,0,36360,50,36352,28,36361,1026000,36343,1026000,36184,101,S-ProfessionalGeneralProfile,
36145,24,36135,0,36466,1233653,36462,39,36460,15,36464,1026000,36444,1026000,36242,101,S-ProfessionalGeneralProfile,
36179,24,36150,0,36564,24203,36559,61,36553,28,36561,1026000,36544,1026000,36343,101,S-ProfessionalGeneralProfile,
36191,24,36183,0,36669,1199075,36664,35,36659,15,36666,1512000,36645,1026000,36445,101,S-ProfessionalGeneralProfile,
36250,24,36241,0,36766,955221,36763,35,36760,15,36763,1026000,36745,1026000,36544,101,S-ProfessionalGeneralProfile,
36356,24,36342,0,36866,203374,36863,0,36861,16,36864,1026000,36846,1026000,36645,101,S-ProfessionalGeneralProfile,
36460,24,36442,0,37128,271560,37125,74,37123,30,37126,1458000,37111,1026000,36746,101,S-ProfessionalGeneralProfile,
36555,24,36543,0,37144,194492,37141,100,37136,41,37142,1458000,37129,1026000,36846,101,S-ProfessionalGeneralProfile,
36660,24,36643,0,37167,320643,37165,100,37163,41,37165,1512000,37158,1026000,37111,101,S-ProfessionalGeneralProfile,
36760,24,36744,0,37257,0,37253,64,37251,33,37253,1512000,37247,1512000,37130,101,S-ProfessionalGeneralProfile,
36861,24,36845,0,37392,0,37385,42,37356,16,37386,1026000,37348,1026000,37158,101,S-ProfessionalGeneralProfile,
37123,24,37110,0,37469,11270,37466,0,37459,22,37467,1026000,37450,1026000,37248,101,S-ProfessionalGeneralProfile,
37137,24,37129,0,37576,217456,37574,50,37567,24,37574,1026000,37551,1026000,37348,101,S-ProfessionalGeneralProfile,
37164,24,37157,0,37661,0,37659,20,37657,12,37659,1026000,37651,1512000,37451,101,S-ProfessionalGeneralProfile,
37252,24,37247,0,37776,0,37773,0,37761,5,37773,1026000,37754,1026000,37552,101,S-ProfessionalGeneralProfile,
37359,24,37347,0,37867,0,37864,29,37862,11,37865,1026000,37855,1026000,37651,101,S-ProfessionalGeneralProfile,
37460,24,37450,0,38184,0,38162,57,38159,19,38163,1026000,38145,1026000,37755,101,S-ProfessionalGeneralProfile,
37568,24,37550,0,38197,0,38194,71,38192,22,38195,1026000,38186,1026000,37856,101,S-ProfessionalGeneralProfile,
37657,24,37650,0,38211,0,38208,50,38206,16,38209,1026000,38199,1026000,38149,101,S-ProfessionalGeneralProfile,
37762,24,37751,0,38301,0,38298,35,38271,5,38299,1026000,38263,1026000,38186,101,S-ProfessionalGeneralProfile,
37862,24,37854,0,38375,0,38371,15,38369,10,38372,1026000,38363,1026000,38201,101,S-ProfessionalGeneralProfile,
38160,24,38145,0,38478,0,38472,5,38469,2,38473,1026000,38464,1026000,38263,101,S-ProfessionalGeneralProfile,
38192,24,38185,0,38574,159642,38571,66,38569,21,38572,1026000,38564,1512000,38364,101,S-ProfessionalGeneralProfile,
38206,24,38198,0,38676,0,38674,27,38670,9,38674,1026000,38664,1512000,38464,101,S-ProfessionalGeneralProfile,
38271,24,38262,0,38803,0,38799,24,38772,5,38800,1026000,38764,1512000,38564,101,S-ProfessionalGeneralProfile,
38370,24,38362,0,38877,0,38874,35,38871,14,38875,1026000,38866,1026000,38664,101,S-ProfessionalGeneralProfile,
38470,24,38463,0,39137,0,39134,70,39132,23,39135,1026000,39122,1026000,38765,101,S-ProfessionalGeneralProfile,
38569,24,38563,0,39171,0,39169,83,39167,25,39169,1026000,39139,1026000,38866,101,S-ProfessionalGeneralProfile,
38672,24,38664,0,39181,0,39179,50,39177,36,39179,1026000,39173,1512000,39123,101,S-ProfessionalGeneralProfile,
38774,24,38764,0,39303,0,39300,17,39287,6,39301,1026000,39274,1512000,39140,101,S-ProfessionalGeneralProfile,
38872,24,38865,0,39386,0,39383,18,39380,6,39384,1026000,39374,1026000,39173,101,S-ProfessionalGeneralProfile,
39132,24,39121,0,39493,0,39490,11,39480,3,39491,1026000,39474,1026000,39274,101,S-ProfessionalGeneralProfile,
39167,24,39138,0,39589,138131,39586,65,39584,23,39587,1026000,39575,1512000,39375,101,S-ProfessionalGeneralProfile,
39178,24,39173,0,39686,0,39684,5,39680,4,39684,1026000,39675,1512000,39475,101,S-ProfessionalGeneralProfile,
39289,24,39273,0,39817,0,39809,20,39783,1,39810,1026000,39775,1512000,39575,101,S-ProfessionalGeneralProfile,
39381,24,39373,0,39884,0,39882,16,39880,14,39882,1026000,39876,1512000,39675,101,S-ProfessionalGeneralProfile,
39481,24,39474,0,40094,0,40091,66,40089,27,40092,1026000,40082,1512000,39776,101,S-ProfessionalGeneralProfile,
39585,24,39574,0,40115,0,40112,80,40110,33,40113,1026000,40095,1512000,39876,101,S-ProfessionalGeneralProfile,
39680,24,39674,0,40189,0,40187,15,40185,6,40187,1026000,40180,1512000,40082,101,S-ProfessionalGeneralProfile,
39784,24,39775,0,40321,0,40317,23,40292,3,40318,1026000,40282,1026000,40095,101,S-ProfessionalGeneralProfile,
39880,24,39875,0,40395,0,40392,21,40389,11,40393,1026000,40382,1026000,40180,101,S-ProfessionalGeneralProfile,
40089,24,40082,0,40502,0,40499,27,40489,8,40500,1026000,40483,1026000,40282,101,S-ProfessionalGeneralProfile,
40110,24,40095,0,40606,0,40602,69,40595,23,40603,1026000,40583,594000,40383,101,S-ProfessionalGeneralProfile,
40185,24,40179,0,40729,0,40718,43,40710,7,40720,384000,40685,384000,40483,101,S-ProfessionalGeneralProfile,
40293,24,40281,0,40839,0,40837,68,40835,9,40837,1512000,40787,384000,40584,101,S-ProfessionalGeneralProfile,
40390,24,40382,0,40898,0,40895,27,40893,11,40896,1512000,40889,384000,40686,101,S-ProfessionalGeneralProfile,
40489,24,40482,0,41207,653057,41204,0,41202,30,41204,1512000,41169,1512000,40788,101,S-ProfessionalGeneralProfile,
40596,24,40582,0,41227,541587,41224,50,41222,50,41225,1512000,41208,1512000,40889,101,S-ProfessionalGeneralProfile,
40712,24,40683,0,41255,520843,41253,45,41251,50,41253,1512000,41228,1512000,41169,101,S-ProfessionalGeneralProfile,
40836,24,40785,0,41306,377154,41301,27,41299,35,41301,1512000,41291,1512000,41208,101,S-ProfessionalGeneralProfile,
40894,24,40889,0,41401,100036,41398,35,41397,38,41399,1458000,41391,1512000,41228,101,S-ProfessionalGeneralProfile,
41202,24,41169,0,41531,474394,41528,33,41526,22,41528,1350000,41492,1512000,41291,101,S-ProfessionalGeneralProfile,
41222,24,41207,0,41604,274188,41602,41,41600,41,41602,1512000,41594,1512000,41391,101,S-ProfessionalGeneralProfile,
41251,24,41227,0,41738,0,41734,13,41700,5,41735,594000,41693,1512000,41492,101,S-ProfessionalGeneralProfile,
41299,24,41290,0,41826,0,41821,12,41815,8,41822,384000,41795,384000,41595,101,S-ProfessionalGeneralProfile,
41397,24,41391,0,41979,0,41975,0,41920,8,41976,1512000,41896,384000,41693,101,S-ProfessionalGeneralProfile,
41526,24,41491,0,42212,179828,42209,0,42207,25,42209,1134000,42200,1512000,41796,101,S-ProfessionalGeneralProfile,
41601,24,41592,0,42246,345796,42244,75,42226,6,42245,1134000,42212,1512000,41897,101,S-ProfessionalGeneralProfile,
41700,24,41692,0,42259,121410,42256,60,42253,37,42257,1134000,42247,1512000,42200,101,S-ProfessionalGeneralProfile,
41816,24,41793,0,42319,68059,42314,52,42307,18,42316,384000,42302,1512000,42213,101,S-ProfessionalGeneralProfile,
41921,24,41894,0,42432,0,42428,55,42424,14,42429,384000,42403,1134000,42248,101,S-ProfessionalGeneralProfile,
42207,24,42199,0,42555,0,42549,52,42538,20,42551,384000,42503,384000,42302,101,S-ProfessionalGeneralProfile,
42227,24,42212,0,42614,0,42612,80,42610,29,42612,384000,42604,1512000,42404,101,S-ProfessionalGeneralProfile,
42255,24,42247,0,42724,0,42719,16,42716,11,42721,384000,42704,1512000,42504,101,S-ProfessionalGeneralProfile,
42308,24,42301,0,42826,0,42822,34,42818,13,42823,1512000,42805,384000,42605,101,S-ProfessionalGeneralProfile,
42425,24,42402,0,42933,0,42926,0,42917,4,42929,384000,42906,384000,42704,101,S-ProfessionalGeneralProfile,
42544,24,42502,0,43202,76150,43200,78,43198,28,43200,1512000,43194,1512000,42806,101,S-ProfessionalGeneralProfile,
42610,24,42604,0,43210,35223,43208,100,43207,25,43209,1512000,43203,1512000,42906,101,S-ProfessionalGeneralProfile,
42716,24,42703,0,43227,0,43225,50,43223,25,43225,1512000,43211,1512000,43194,101,S-ProfessionalGeneralProfile,
42818,24,42804,0,43326,137373,43323,57,43320,22,43324,1242000,43307,1512000,43203,101,S-ProfessionalGeneralProfile,
42918,24,42904,0,43428,423651,43424,0,43420,34,43424,1512000,43407,1026000,43212,101,S-ProfessionalGeneralProfile,
43199,24,43193,0,43520,355781,43517,46,43515,23,43518,1242000,43508,1026000,43307,101,S-ProfessionalGeneralProfile,
43207,24,43203,0,43636,799106,43630,68,43627,34,43633,1026000,43608,1026000,43408,101,S-ProfessionalGeneralProfile,
43223,24,43211,0,43722,297702,43719,0,43717,39,43720,1026000,43708,1026000,43508,101,S-ProfessionalGeneralProfile,
43320,24,43306,0,43851,61881,43848,42,43844,33,43849,1026000,43810,1512000,43608,101,S-ProfessionalGeneralProfile,
43420,24,43407,0,43935,0,43931,22,43927,18,43932,1026000,43912,1512000,43709,101,S-ProfessionalGeneralProfile,
43515,24,43507,0,44286,372663,44284,0,44282,22,44284,1026000,44262,1512000,43810,101,S-ProfessionalGeneralProfile,
43628,24,43607,0,44296,526568,44294,100,44292,41,44294,1026000,44287,1512000,43848,102,S-ClockSession1,
43718,24,43708,0,44329,460598,44326,50,44305,50,44326,1026000,44297,1512000,43913,102,S-ClockSession1,
43844,24,43809,0,44341,198732,44339,75,44336,45,44339,1026000,44330,1512000,44263,102,S-ClockSession1,
43927,24,43911,0,44447,0,44443,40,44439,23,44444,1512000,44425,1512000,44288,102,S-ClockSession1,
44282,24,44262,0,44547,0,44542,17,44538,10,44543,1026000,44525,1512000,44298,102,S-ClockSession1,
44292,24,44287,0,44654,384448,44652,63,44650,23,44652,1026000,44626,1512000,44331,102,S-ClockSession1,
44305,24,44297,0,44749,0,44745,29,44740,13,44746,1026000,44726,1026000,44412,103,S-Alarm Setting,
44337,24,44330,0,44853,0,44850,18,44846,5,44851,1026000,44827,1026000,44425,103,S-Alarm Setting,
44439,24,44423,0,44940,0,44937,29,44935,11,44938,1026000,44927,1026000,44526,103,S-Alarm Setting,
44539,24,44524,0,45223,354129,45221,52,45219,26,45221,1512000,45210,1512000,44627,103,S-Alarm Setting,
44650,24,44625,0,45250,185594,45247,57,45246,31,45248,1512000,45227,1512000,44726,103,S-Alarm Setting,
44741,24,44725,0,45261,120225,45259,50,45256,50,45259,1512000,45251,1512000,44828,103,S-Alarm Setting,
44848,24,44826,0,45358,16847,45353,38,45347,18,45354,1026000,45332,1026000,44928,103,S-Alarm Setting,
44935,24,44926,0,45455,291997,45451,51,45446,27,45452,1026000,45432,1512000,45211,103,S-Alarm Setting,
